factor,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
DR 34+,GO:BP,GO:0045069,regulation of viral genome replication,2.4470457632903774e-06,True,"""Any process that modulates the frequency, rate or extent of viral genome replication."" [GOC:ai]",27,30,13,1865,0.43333333333333335,0.48148148148148145,query_1,"['GO:0019079', 'GO:1903900']"
DR 34+,GO:BP,GO:0051607,defense response to virus,2.7204441260376544e-06,True,"""Reactions triggered in response to the presence of a virus that act to protect the cell or organism."" [GOC:ai]",67,39,25,1865,0.6410256410256411,0.373134328358209,query_1,"['GO:0006952', 'GO:0009615']"
DR 34+,GO:BP,GO:0034340,response to type I interferon,5.160178640916737e-05,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]",18,39,14,1865,0.358974358974359,0.7777777777777778,query_1,"['GO:0034097', 'GO:0045087']"
DR 34+,GO:BP,GO:1903900,regulation of viral life cycle,7.631473177755488e-05,True,"""Any process that modulates the frequency, rate or extent of viral life cycle."" [GO_REF:0000058, GOC:TermGenie, PMID:18005716]",35,38,15,1865,0.39473684210526316,0.42857142857142855,query_1,"['GO:0019058', 'GO:0050792']"
DR 34+,GO:BP,GO:0009615,response to virus,0.00012767911513587618,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:hb]",89,39,26,1865,0.6666666666666666,0.29213483146067415,query_1,['GO:0051707']
DR 34+,GO:BP,GO:0050792,regulation of viral process,0.00014575961011903613,True,"""Any process that modulates the rate or extent of the viral life cycle, the set of processes by which a virus reproduces and spreads among hosts."" [GOC:go_curators, GOC:tb]",39,38,16,1865,0.42105263157894735,0.41025641025641024,query_1,"['GO:0016032', 'GO:0050789']"
DR 34+,GO:BP,GO:0019079,viral genome replication,0.00023529557614877783,True,"""Any process involved directly in viral genome replication, including viral nucleotide metabolism."" [ISBN:0781702534]",29,30,13,1865,0.43333333333333335,0.4482758620689655,query_1,"['GO:0016032', 'GO:0019058']"
DR 34+,GO:BP,GO:0071357,cellular response to type I interferon,0.0002626423788251004,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:mah]",17,39,13,1865,0.3333333333333333,0.7647058823529411,query_1,"['GO:0034340', 'GO:0071345']"
DR 34+,GO:BP,GO:0035456,response to interferon-beta,0.0010379440089826853,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-beta stimulus. Interferon-beta is a type I interferon."" [GOC:sl, PMID:9561374]",13,53,10,1865,0.18867924528301888,0.7692307692307693,query_1,['GO:0034097']
DR 34+,GO:BP,GO:0140374,antiviral innate immune response,0.002341545966596173,True,"""A defense response against viruses mediated through an innate immune response. An innate immune response is mediated by germline encoded components that directly recognize components of potential pathogens."" [PMID:31006531]",14,18,8,1865,0.4444444444444444,0.5714285714285714,query_1,"['GO:0045087', 'GO:0051607']"
