factor,smi_leiden,smi_leiden_value,smi_celltypist_01_4,smi_celltypist_01_4_value,any_smi,enrichr_term,enrichr_padj,gprofiler_term,gprofiler_p,decoupler_tf,decoupler_padj,n_tools,top_genes,max_score,has_program
DR 26+,,,,,False,Striated Muscle Cell Differentiation (GO:0051146),0.04269615690499438,,,POU5F1,0.0003713267964518031,2,"MESP1, LRRC26, CLDN3, C4orf48, PCSK1N, CCDC85B",0.25901446,True
DR 32+,,,,,False,Defense Response To Virus (GO:0051607),0.00012871210619881288,,,IRF1,0.015264365793428988,2,"RARRES3, IDO1, LAP3, WARS, PSMB9, UBE2L6, PSMB10, USP30-AS1",1.5102468,True
DR 33-,,,,,False,Skeletal Muscle Thin Filament Assembly (GO:0030240),0.011990820526677947,,,HOXA10,0.013272669981847101,2,"ACTL8, TRGC1",0.14227821,True
DR 34+,,,,,False,Defense Response To Symbiont (GO:0140546),1.674382365735788e-23,negative regulation of viral genome replication,4.039223883111982e-09,,,2,"IFIT1, ISG15, OASL, RSAD2, IFIT2, IFIT3, CMPK2, IFITM1",5.569556,True
DR 35-,,,,,False,B Cell Receptor Signaling Pathway (GO:0050853),9.487672651521038e-08,adaptive immune response,3.3442566431350946e-12,,,2,"IGHV4-39, IGKV3-20, IGLV1-44, IGLV3-21, IGLV3-1, IGKV1-27, JCHAIN, IGKV3-11",46.02207,True
DR 38-,,,,,False,Intermediate Filament Organization (GO:0045109),4.955363635168996e-05,,,NFATC4,1.016663578888472e-09,2,"LCN2, KLK6, SBSN, KLK5, CST6, KLK10, KLK7, KLK11",20.709332,True
DR 40-,,,,,False,Intermediate Filament Organization (GO:0045109),8.414161971471778e-12,keratinocyte differentiation,2.5896193151950503e-05,,,2,"KRT14, KRT16, KRT6A, KRT6B, AQP3, KRT5, KRT17, SFN",12.205128,True
DR 42+,,,,,False,Regulation Of Transcription By RNA Polymerase II (GO:0006357),6.357834790576852e-06,response to corticotropin-releasing hormone,0.03872228270116444,,,2,"RBKS, RCAN1, NR4A2, NR4A3, AREG, CYR61, ZNF331, ATF3",4.5850463,True
DR 43+,,,,,False,Retina Homeostasis (GO:0001895),0.00010399836018946287,,,CTNNB1,0.000987242989604546,2,"SCGB2A2, SCGB1D2, SCGB3A1, MUCL1, PIP, TAT, SCGB2A1, LYZ",24.948524,True
DR 46+,,,,,False,Hydrogen Peroxide Catabolic Process (GO:0042744),3.2967788847885313e-06,,,NR2F2,0.00011028756318775594,2,"HBB, HBA2, HBA1, HBM, SNCA, TRIM58, AHSP, CA1",56.19411,True
DR 49-,,,,,False,Mucosal Immune Response (GO:0002385),0.0036565874311527903,,,PGR,0.025465126986470545,2,"LTF, CLU, BPIFB1, PIGR, TF, CAMP, FABP7, SNCG",6.2378263,True
DR 2-,,,,,False,T Cell Activation (GO:0042110),8.70628218412355e-06,,,,,1,"GNLY, CCL4L2, C1QC, NKG7, CCL4, CD3E, PTPRC, CD247",19.414753,True
DR 3-,,,,,False,,,,,CREM,8.997975357549848e-13,1,,0.023537125,False
DR 4-,,,,,False,,,oxidative phosphorylation,1.2473725496153427e-10,,,1,"MT-ATP8, MT-CYB, MT-ND4L, MT-CO2, MT-CO3, MT-CO1, MT-ATP6, MT-ND3",4.3290277,True
DR 5+,,,,,False,,,,,ARNT,0.024954781037597264,1,,0.029224748,False
DR 6+,,,,,False,,,,,TAF1,1.4217621213555771e-13,1,"CALML3, LGALS7, LGALS7B, KRT5, S100A2, MROH2A, FABP5, SFN",1.6695064,True
DR 9+,,,,,False,Regulation Of DNA-templated Transcription (GO:0006355),9.736502573935714e-10,,,,,1,"FOS, JUN, EGR1, JUNB, ATF3, ZFP36, DUSP1, SOCS3",3.6344762,True
DR 9-,,,,,False,,,,,CREM,0.0001334485840432315,1,,0.030033533,False
DR 10+,,,,,False,Protein Localization (GO:0008104),0.02089479454558477,,,,,1,"AL138963.3, TNS4",0.13362867,True
DR 12+,,,,,False,,,,,HOXB7,0.008136966520482911,1,"PPP1R1B, ELF5, NDRG2, S100B, SELENBP1, SFRP1, SNORC, FAM3D",1.6370296,True
DR 13+,,,,,False,,,,,BACH1,0.000987242989604546,1,,0.062481806,False
DR 14-,,,,,False,,,,,SNAI2,9.77748671932481e-06,1,,0.02263292,False
DR 16+,,,,,False,Cellular Response To Hypoxia (GO:0071456),0.006519789347837277,,,,,1,"NDUFA4L2, CA9, BNIP3, EGLN3, HILPDA, ERO1A, SLC2A1, ADM",6.5831375,True
DR 16-,,,,,False,,,,,MYBL2,0.019595890335746265,1,,0.014807192,False
DR 17+,,,,,False,Proton Motive Force-Driven ATP Synthesis (GO:0015986),0.002274374151038523,,,,,1,"BRI3, PCSK1N, C4orf48, LY6E-DT, CEBPD, MESP1, PART1, MT-CO2",0.8398845,True
DR 17-,,,,,False,Chromatin Organization (GO:0006325),0.003156109166076845,,,,,1,"CTNNB1, MDM2, RMI1, EHF, G3BP2, HSPA4, MTA2, TSPYL1",0.66793656,True
DR 18+,,,,,False,,,,,ESR2,6.399548529538552e-06,1,,0.013198793,False
DR 19-,,,,,False,,,,,CREM,9.576259498751841e-10,1,,0.017091436,False
DR 20-,,,,,False,Monocarboxylic Acid Transport (GO:0015718),0.004318159996937411,,,,,1,"FABP5, KLK8, SLC16A4, SDC1, DEFB1, CRABP2, IDO1, BRI3",0.2643133,True
DR 21+,,,,,False,,,,,POU5F1,0.003887637633647327,1,,0.0131464945,False
DR 22+,,,,,False,,,,,NCOA1,0.00448237585449342,1,,0.034031156,False
DR 24-,,,,,False,,,,,FOXO4,0.0021152896245298374,1,,0.012794307,False
DR 25-,,,,,False,Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),0.014501242384275243,,,,,1,"SPIB, NPB, STAR, TMEM163, PRRX1, VCAM1, RBP5, PLEK",8.641863,True
DR 26-,,,,,False,Negative Regulation Of Viral Genome Replication (GO:0045071),3.1064349882635356e-05,,,,,1,"APOBEC3A, NUPR1, ANXA1, GLRX, CRYAB, SLC6A14, ISG15, SERPING1",2.2847931,True
DR 27+,,,,,False,Regulation Of Interleukin-1 Production (GO:0032652),0.0071774456175618465,,,,,1,"CHI3L1, AGT, SERPINE2, SAA1, FOLR1, PRELP, ORM2, SAA2",1.4641957,True
DR 28-,,,,,False,Mitotic Cell Cycle Phase Transition (GO:0044772),0.01429953964217311,,,,,1,"BIRC5, NMU, PTTG1, TROAP, CDKN3, CENPW, UBE2S, HMGB3",0.9020394,True
DR 29-,,,,,False,,,,,RUNX2,1.0900575472288159e-08,1,"MGP, TCN1, RARRES1, SERPINA1, TF, SCRG1, DEGS2, SERPINA3",5.845837,True
DR 30-,,,,,False,,,,,NR2F1,7.567405393803899e-05,1,,0.021104198,False
DR 31-,,,,,False,Regulation Of Autophagy (GO:0010506),0.0012246858190330563,,,,,1,"TRIB3, PSAT1, ASNS, GDF15, MTHFD2, NUPR1, STC2, ASS1",3.742674,True
DR 33+,,,,,False,,,,,ZBTB7B,0.01523661163052152,1,"FN1, CP, LBP, HP, TGFBI, IFITM3, SOD3, IFITM2",2.2124114,True
DR 36+,,,,,False,Cytoskeleton-Dependent Intracellular Transport (GO:0030705),0.0008386948453601713,,,,,1,"TUBA1A, TUBB3, NQO1, ALDH7A1, TUBB2A",0.49360678,True
DR 36-,,,,,False,,,,,SMAD4,0.010965837456952978,1,,0.01805253,False
DR 37-,,,,,False,Negative Regulation Of Peptidase Activity (GO:0010466),0.0003432931038905748,,,,,1,"IGFBP2, PTN, TNC, AKR1C1, PLAT, IGFBP6, RAMP1, COMP",1.411264,True
DR 41+,,,,,False,Intrinsic Apoptotic Signaling Pathway In Response To Endoplasmic Reticulum Stress (GO:0070059),0.0016190926126151022,,,,,1,"GDF15, DDIT3, TRIB3",0.5118528,True
DR 41-,,,,,False,Fatty Acid Transport (GO:0015908),0.017499765748694777,,,,,1,FABP7,0.8409819,True
DR 43-,,,,,False,,,,,AR,7.368397666790263e-05,1,,0.04239258,False
DR 44-,,,,,False,,,,,IRF8,1.5477492837438999e-06,1,"CALML3, CXCL14, SLC40A1, IGFBP7, IGFBP4, DKK3, KRT5, TMEM176A",0.7999706,True
DR 47+,,,,,False,,,,,POU5F1,0.004121848645400084,1,,0.024707802,False
DR 47-,,,,,False,Granulocyte Chemotaxis (GO:0071621),3.7914390078062006e-07,,,,,1,"CXCL3, CXCL1, CXCL8, CCL20, CXCL2, TNF, TNFAIP6, PTX3",11.525588,True
DR 50-,,,,,False,,,,,NCOR1,0.003887637633647327,1,,0.087245725,False
DR 1-,,,,,False,,,,,,,0,,0.0134476805,False
DR 2+,,,,,False,,,,,,,0,,0.0041978494,False
DR 4+,,,,,False,,,,,,,0,,0.05851156,False
DR 8-,,,,,False,,,,,,,0,,0.019471332,False
DR 13-,,,,,False,,,,,,,0,"MT-ND2, CTSD, MT-ND1, CD81, MT-ND4, MUC1, JUND, MRPL12",1.9339236,True
DR 14+,,,,,False,,,,,,,0,"MALAT1, NEAT1, Z93241.1, AC245014.3, XIST, DIO2, Z97832.2, AC123595.1",10.862756,True
DR 15+,,,,,False,,,,,,,0,,0.033493165,False
DR 15-,,,,,False,,,,,,,0,"S100A6, S100A2, S100A4, LGALS7B, SPTSSB, LGALS1, S100A16, S100A13",3.9658291,True
DR 25+,,,,,False,,,,,,,0,,0.0034539956,False
DR 27-,,,,,False,,,,,,,0,,0.06510105,False
DR 28+,,,,,False,,,,,,,0,,0.006944953,False
DR 29+,,,,,False,,,,,,,0,,0.012888763,False
DR 31+,,,,,False,,,,,,,0,,0.008562634,False
DR 32-,,,,,False,,,,,,,0,,0.012199688,False
DR 34-,,,,,False,,,,,,,0,,0.0072539435,False
DR 35+,,,,,False,,,,,,,0,,0.0006855121,False
DR 37+,,,,,False,,,,,,,0,,0.0099986615,False
DR 38+,,,,,False,,,,,,,0,,0.0036598053,False
DR 39+,,,,,False,,,,,,,0,,0.0049833516,False
DR 40+,,,,,False,,,,,,,0,,0.0030315234,False
DR 42-,,,,,False,,,,,,,0,,0.0036250525,False
DR 44+,,,,,False,,,,,,,0,,0.0013879649,False
DR 45-,,,,,False,,,,,,,0,,0.007092055,False
DR 46-,,,,,False,,,,,,,0,,0.021406872,False
DR 48+,,,,,False,,,,,,,0,,0.0057739783,False
DR 48-,,,,,False,,,,,,,0,"HIST1H1C, HIST1H2BC, HIST1H2BJ, HIST1H2BK, HIST1H4H, HIST3H2A, HIST2H2AA4, HIST1H2AC",8.223503,True
DR 49+,,,,,False,,,,,,,0,,0.0031976348,False
DR 50+,,,,,False,,,,,,,0,,0.0052253716,False
DR 51+,,,,,False,,,,,,,0,,0.0038468332,False
DR 51-,,,,,False,,,,,,,0,,0.039346784,False
DR 52+,,,,,False,,,,,,,0,,0.0004434175,False
DR 52-,,,,,False,,,,,,,0,,0.077724084,False
DR 1+,4,0.746,,,True,Extracellular Matrix Organization (GO:0030198),8.626837329151949e-09,collagen fibril organization,0.0003846784574998972,,,2,"COL1A2, COL3A1, DCN, COL1A1, AEBP1, SPARC, LUM, SFRP2",13.855663,True
DR 7-,14,0.957,,,True,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),0.035562280941705174,,,THRA,5.652935673400894e-07,2,"MT-ND3, RARRES3, ATP5ME, PYCARD, NDUFB1, FXYD1, NUDT1, FABP5",0.6001207,True
DR 11+,6,0.408,,,True,,,,,ZBTB16,0.01036859401092329,1,"CRABP1, PPP1R1B, CLPSL1, SPDEF, AARD, PEG10, TMSB15A",0.4592512,True
DR 22-,,,Lumsec-HLA,0.437,True,Intermediate Filament Organization (GO:0045109),7.634313723649713e-05,,,,,1,"TACSTD2, TM4SF1, TNFRSF11B, CLDN4, KRT23, EDN1, CLDN1, DKK1",2.1961539,True
DR 3+,,,Lumsec-KIT,0.511,True,,,,,,,0,"AC020916.1, IQCN, KCNQ1OT1, PHLDB2, NABP1, PCDHGA10, SLC5A3, AC016831.1",11.107651,True
