sub_id,cohort,subcluster,n,median_nullpos,frac_cell_rule,too_small,call
Patient16|epi_s91,Patient16,epi_s91,25,1.0,1.0,False,malignant
Patient16|epi_s92,Patient16,epi_s92,49,1.0,1.0,False,malignant
Patient16|epi_s94,Patient16,epi_s94,2,1.0,1.0,True,undecided
Patient16|epi_s97,Patient16,epi_s97,1,1.0,1.0,True,undecided
Patient16|epi_s99,Patient16,epi_s99,1,1.0,1.0,True,undecided
Patient17|epi_s1,Patient17,epi_s1,534,0.094,0.0,False,normal
Patient17|epi_s4,Patient17,epi_s4,117,0.317,0.05128205128205128,False,normal
Patient17|epi_s5,Patient17,epi_s5,295,0.957,0.5389830508474577,False,malignant
Patient17|epi_s8,Patient17,epi_s8,1,0.9885,1.0,True,undecided
Patient17|epi_s14,Patient17,epi_s14,182,0.98875,0.8406593406593407,False,malignant
Patient17|epi_s7,Patient17,epi_s7,67,0.993,0.746268656716418,False,malignant
Patient17|epi_s15,Patient17,epi_s15,153,0.994,0.7973856209150327,False,malignant
Patient17|epi_s6,Patient17,epi_s6,134,0.9945,0.917910447761194,False,malignant
Patient17|epi_s19,Patient17,epi_s19,1,0.9965,1.0,True,undecided
Patient17|epi_s2,Patient17,epi_s2,171,0.9965,0.9824561403508771,False,malignant
Patient17|epi_s16,Patient17,epi_s16,341,0.997,0.9970674486803519,False,malignant
Patient17|epi_s17,Patient17,epi_s17,2,0.998,1.0,True,undecided
Patient17|epi_s11,Patient17,epi_s11,225,0.999,0.9866666666666667,False,malignant
Patient17|epi_s12,Patient17,epi_s12,366,0.999,0.994535519125683,False,malignant
Patient17|epi_s3,Patient17,epi_s3,292,0.999,0.9897260273972602,False,malignant
Patient17|epi_s13,Patient17,epi_s13,14,0.99925,1.0,True,undecided
Patient17|epi_s10,Patient17,epi_s10,44,0.9995,1.0,False,malignant
Patient17|epi_s18,Patient17,epi_s18,2,0.9995,1.0,True,undecided
Patient17|epi_s9,Patient17,epi_s9,97,1.0,1.0,False,malignant
Patient18|epi_s1,Patient18,epi_s1,121,0.002188183807439825,0.008264462809917356,False,normal
Patient18|epi_s5,Patient18,epi_s5,250,0.30379285193289574,0.008,False,normal
Patient18|epi_s7,Patient18,epi_s7,30,0.7851932895696572,0.23333333333333334,False,borderline
Patient18|epi_s8,Patient18,epi_s8,1,0.9336250911743253,0.0,True,undecided
Patient18|epi_s2,Patient18,epi_s2,307,0.9358132749817651,0.4364820846905538,False,malignant
Patient18|epi_s3,Patient18,epi_s3,268,0.9708242159008024,0.6791044776119403,False,malignant
Patient18|epi_s6,Patient18,epi_s6,79,0.9795769511305616,0.6835443037974683,False,malignant
Patient18|epi_s4,Patient18,epi_s4,92,0.9963530269876003,0.9239130434782609,False,malignant
Patient19|epi_s5,Patient19,epi_s5,478,0.74175,0.027196652719665274,False,normal
Patient19|epi_s8,Patient19,epi_s8,1,0.9135,0.0,True,undecided
Patient19|epi_s7,Patient19,epi_s7,1,0.9495,0.0,True,undecided
Patient19|epi_s3,Patient19,epi_s3,168,0.9684999999999999,0.6845238095238095,False,malignant
Patient19|epi_s2,Patient19,epi_s2,293,0.9925,0.9078498293515358,False,malignant
Patient19|epi_s1,Patient19,epi_s1,321,0.9945,0.8348909657320872,False,malignant
Patient19|epi_s4,Patient19,epi_s4,135,0.9995,1.0,False,malignant
Patient19|epi_s6,Patient19,epi_s6,2,0.9995,1.0,True,undecided
Patient20|epi_s1,Patient20,epi_s1,218,1.0,0.908256880733945,False,malignant
Patient23|epi_s1,Patient23,epi_s1,176,0.3634361233480176,0.03409090909090909,False,normal
Patient26|epi_s48,Patient26,epi_s48,320,0.29029304029304026,0.0,False,normal
Patient26|epi_s3,Patient26,epi_s3,483,0.3250915750915751,0.018633540372670808,False,normal
Patient26|epi_s1,Patient26,epi_s1,75,0.5247252747252747,0.13333333333333333,False,normal
Patient26|epi_s62,Patient26,epi_s62,1,0.6172161172161172,0.0,True,undecided
Patient26|epi_s47,Patient26,epi_s47,70,0.728937728937729,0.22857142857142856,False,normal
Patient26|epi_s41,Patient26,epi_s41,8,0.7467948717948718,0.375,True,undecided
Patient26|epi_s14,Patient26,epi_s14,143,0.9285714285714286,0.4405594405594406,False,malignant
Patient26|epi_s40,Patient26,epi_s40,73,0.9322344322344323,0.4931506849315068,False,malignant
Patient26|epi_s57,Patient26,epi_s57,2,0.9354395604395604,0.5,True,undecided
Patient26|epi_s25,Patient26,epi_s25,43,0.9386446886446886,0.4883720930232558,False,malignant
Patient26|epi_s55,Patient26,epi_s55,53,0.9459706959706959,0.4339622641509434,False,malignant
Patient26|epi_s61,Patient26,epi_s61,1,0.9459706959706959,0.0,True,undecided
Patient26|epi_s44,Patient26,epi_s44,523,0.9624542124542125,0.5889101338432122,False,malignant
Patient26|epi_s49,Patient26,epi_s49,125,0.9624542124542125,0.576,False,malignant
Patient26|epi_s51,Patient26,epi_s51,4,0.9830586080586081,0.75,True,undecided
Patient26|epi_s52,Patient26,epi_s52,1,0.9835164835164835,1.0,True,undecided
Patient26|epi_s6,Patient26,epi_s6,12,0.9931318681318682,0.5833333333333334,True,undecided
Patient26|epi_s50,Patient26,epi_s50,2,0.9940476190476191,1.0,True,undecided
Patient26|epi_s35,Patient26,epi_s35,295,0.9945054945054945,0.8610169491525423,False,malignant
Patient26|epi_s11,Patient26,epi_s11,86,0.9954212454212454,0.8255813953488372,False,malignant
Patient26|epi_s18,Patient26,epi_s18,67,0.9954212454212454,0.9402985074626866,False,malignant
Patient26|epi_s22,Patient26,epi_s22,54,0.9954212454212454,0.8333333333333334,False,malignant
Patient26|epi_s43,Patient26,epi_s43,48,0.9954212454212454,0.875,False,malignant
Patient26|epi_s8,Patient26,epi_s8,136,0.9954212454212454,0.875,False,malignant
Patient26|epi_s24,Patient26,epi_s24,168,0.9963369963369964,0.9464285714285714,False,malignant
Patient26|epi_s26,Patient26,epi_s26,293,0.9963369963369964,0.9249146757679181,False,malignant
Patient26|epi_s29,Patient26,epi_s29,19,0.9963369963369964,0.9473684210526315,True,undecided
Patient26|epi_s33,Patient26,epi_s33,59,0.9963369963369964,0.8983050847457628,False,malignant
Patient26|epi_s60,Patient26,epi_s60,1,0.9963369963369964,1.0,True,undecided
Patient26|epi_s42,Patient26,epi_s42,10,0.9967948717948718,1.0,True,undecided
Patient26|epi_s45,Patient26,epi_s45,16,0.9967948717948718,0.8125,True,undecided
Patient26|epi_s15,Patient26,epi_s15,4,0.9972527472527473,1.0,True,undecided
Patient26|epi_s10,Patient26,epi_s10,66,0.9981684981684982,1.0,False,malignant
Patient26|epi_s12,Patient26,epi_s12,121,0.9981684981684982,0.9586776859504132,False,malignant
Patient26|epi_s13,Patient26,epi_s13,327,0.9981684981684982,0.9969418960244648,False,malignant
Patient26|epi_s16,Patient26,epi_s16,39,0.9981684981684982,1.0,False,malignant
Patient26|epi_s17,Patient26,epi_s17,113,0.9981684981684982,0.9469026548672567,False,malignant
Patient26|epi_s19,Patient26,epi_s19,110,0.9981684981684982,0.9363636363636364,False,malignant
Patient26|epi_s20,Patient26,epi_s20,81,0.9981684981684982,0.9876543209876543,False,malignant
Patient26|epi_s21,Patient26,epi_s21,43,0.9981684981684982,0.7441860465116279,False,malignant
Patient26|epi_s23,Patient26,epi_s23,50,0.9981684981684982,0.96,False,malignant
Patient26|epi_s27,Patient26,epi_s27,98,0.9981684981684982,1.0,False,malignant
Patient26|epi_s28,Patient26,epi_s28,81,0.9981684981684982,0.9382716049382716,False,malignant
Patient26|epi_s30,Patient26,epi_s30,10,0.9981684981684982,1.0,True,undecided
Patient26|epi_s31,Patient26,epi_s31,109,0.9981684981684982,0.8807339449541285,False,malignant
Patient26|epi_s32,Patient26,epi_s32,114,0.9981684981684982,0.9824561403508771,False,malignant
Patient26|epi_s34,Patient26,epi_s34,50,0.9981684981684982,1.0,False,malignant
Patient26|epi_s36,Patient26,epi_s36,69,0.9981684981684982,0.9710144927536232,False,malignant
Patient26|epi_s37,Patient26,epi_s37,2,0.9981684981684982,1.0,True,undecided
Patient26|epi_s38,Patient26,epi_s38,1,0.9981684981684982,1.0,True,undecided
Patient26|epi_s39,Patient26,epi_s39,144,0.9981684981684982,0.9791666666666666,False,malignant
Patient26|epi_s4,Patient26,epi_s4,303,0.9981684981684982,1.0,False,malignant
Patient26|epi_s5,Patient26,epi_s5,104,0.9981684981684982,0.9326923076923077,False,malignant
Patient26|epi_s53,Patient26,epi_s53,1,0.9981684981684982,1.0,True,undecided
Patient26|epi_s54,Patient26,epi_s54,1,0.9981684981684982,1.0,True,undecided
Patient26|epi_s58,Patient26,epi_s58,1,0.9981684981684982,1.0,True,undecided
Patient26|epi_s59,Patient26,epi_s59,1,0.9981684981684982,1.0,True,undecided
Patient26|epi_s7,Patient26,epi_s7,93,0.9981684981684982,0.9032258064516129,False,malignant
Patient26|epi_s2,Patient26,epi_s2,340,0.9990842490842491,0.9911764705882353,False,malignant
Patient26|epi_s46,Patient26,epi_s46,11,0.9990842490842491,1.0,True,undecided
Patient26|epi_s9,Patient26,epi_s9,136,0.9990842490842491,1.0,False,malignant
Patient26|epi_s56,Patient26,epi_s56,1,1.0,1.0,True,undecided
Patient30|epi_s1,Patient30,epi_s1,87,1.0,0.9770114942528736,False,malignant
Patient39|epi_s3,Patient39,epi_s3,357,0.0565,0.0,False,normal
Patient39|epi_s7,Patient39,epi_s7,298,0.0885,0.0,False,normal
Patient39|epi_s12,Patient39,epi_s12,1,0.09,0.0,True,undecided
Patient39|epi_s6,Patient39,epi_s6,482,0.262,0.0,False,normal
Patient39|epi_s1,Patient39,epi_s1,148,0.361,0.0,False,normal
Patient39|epi_s5,Patient39,epi_s5,71,0.406,0.0,False,normal
Patient39|epi_s2,Patient39,epi_s2,198,0.427,0.010101010101010102,False,normal
Patient39|epi_s9,Patient39,epi_s9,1,0.49,0.0,True,undecided
Patient39|epi_s8,Patient39,epi_s8,1,0.594,0.0,True,undecided
Patient39|epi_s10,Patient39,epi_s10,5,0.661,0.0,True,undecided
Patient39|epi_s11,Patient39,epi_s11,1,0.7885,0.0,True,undecided
Patient39|epi_s4,Patient39,epi_s4,70,0.999,0.9571428571428572,False,malignant
Patient42|epi_s1,Patient42,epi_s1,339,0.2045,0.0029498525073746312,False,normal
Patient42|epi_s2,Patient42,epi_s2,1,0.2745,0.0,True,undecided
Patient42|epi_s4,Patient42,epi_s4,1,0.765,0.0,True,undecided
Patient42|epi_s3,Patient42,epi_s3,278,0.9175,0.35251798561151076,False,malignant
Patient43|epi_s27,Patient43,epi_s27,173,0.034,0.0,False,normal
Patient43|epi_s28,Patient43,epi_s28,126,0.034,0.0,False,normal
Patient43|epi_s9,Patient43,epi_s9,460,0.0365,0.0,False,normal
Patient43|epi_s30,Patient43,epi_s30,69,0.055,0.0,False,normal
Patient43|epi_s33,Patient43,epi_s33,6,0.06975,0.0,True,undecided
Patient43|epi_s10,Patient43,epi_s10,170,0.112,0.0,False,normal
Patient43|epi_s22,Patient43,epi_s22,59,0.12,0.0,False,normal
Patient43|epi_s16,Patient43,epi_s16,147,0.1435,0.0,False,normal
Patient43|epi_s37,Patient43,epi_s37,1,0.2405,0.0,True,undecided
Patient43|epi_s20,Patient43,epi_s20,236,0.2485,0.0,False,normal
Patient43|epi_s11,Patient43,epi_s11,19,0.278,0.0,True,undecided
Patient43|epi_s5,Patient43,epi_s5,87,0.2945,0.0,False,normal
