subcluster,n,median_nullpos,positive,cohort,resolution
epi_s373,17,0.436,False,Patient52,0.02
epi_s374,4,0.5345,False,Patient52,0.02
epi_s375,2,0.1815,False,Patient52,0.02
epi_s376,6,0.137,False,Patient52,0.02
epi_s377,10,0.19475,False,Patient52,0.02
epi_s378,12,0.6779999999999999,False,Patient52,0.02
epi_s379,12,0.575,False,Patient52,0.02
epi_s38,37,0.3005,False,Patient52,0.02
epi_s380,2,0.51825,False,Patient52,0.02
epi_s381,12,0.7745,False,Patient52,0.02
epi_s382,4,0.28800000000000003,False,Patient52,0.02
epi_s383,7,0.615,False,Patient52,0.02
epi_s384,14,0.51875,False,Patient52,0.02
epi_s385,13,0.329,False,Patient52,0.02
epi_s386,13,0.379,False,Patient52,0.02
epi_s387,94,0.06975,False,Patient52,0.02
epi_s388,24,0.176,False,Patient52,0.02
epi_s389,12,0.384,False,Patient52,0.02
epi_s39,29,0.383,False,Patient52,0.02
epi_s390,5,0.334,False,Patient52,0.02
epi_s391,10,0.0345,False,Patient52,0.02
epi_s392,5,0.7465,False,Patient52,0.02
epi_s393,7,0.4915,False,Patient52,0.02
epi_s394,1,0.379,False,Patient52,0.02
epi_s395,14,0.27749999999999997,False,Patient52,0.02
epi_s396,7,0.291,False,Patient52,0.02
epi_s397,9,0.2895,False,Patient52,0.02
epi_s398,23,0.499,False,Patient52,0.02
epi_s399,13,0.247,False,Patient52,0.02
epi_s4,41,0.4855,False,Patient52,0.02
epi_s40,58,0.20675,False,Patient52,0.02
epi_s400,1,0.8485,False,Patient52,0.02
epi_s401,42,0.0975,False,Patient52,0.02
epi_s402,21,0.229,False,Patient52,0.02
epi_s403,1,0.151,False,Patient52,0.02
epi_s404,5,0.3375,False,Patient52,0.02
epi_s405,6,0.39125,False,Patient52,0.02
epi_s406,8,0.8240000000000001,False,Patient52,0.02
epi_s407,19,0.297,False,Patient52,0.02
epi_s408,19,0.2935,False,Patient52,0.02
epi_s409,2,0.65075,False,Patient52,0.02
epi_s41,39,0.482,False,Patient52,0.02
epi_s410,19,0.2735,False,Patient52,0.02
epi_s411,3,0.3775,False,Patient52,0.02
epi_s412,7,0.559,False,Patient52,0.02
epi_s413,3,0.734,False,Patient52,0.02
epi_s414,17,0.235,False,Patient52,0.02
epi_s415,14,0.33175,False,Patient52,0.02
epi_s416,18,0.08074999999999999,False,Patient52,0.02
epi_s417,2,0.44225,False,Patient52,0.02
epi_s418,8,0.34175,False,Patient52,0.02
epi_s419,6,0.40900000000000003,False,Patient52,0.02
epi_s42,23,0.292,False,Patient52,0.02
epi_s420,9,0.547,False,Patient52,0.02
epi_s421,19,0.3005,False,Patient52,0.02
epi_s422,57,0.251,False,Patient52,0.02
epi_s423,9,0.462,False,Patient52,0.02
epi_s424,36,0.1305,False,Patient52,0.02
epi_s425,15,0.221,False,Patient52,0.02
epi_s426,2,0.36024999999999996,False,Patient52,0.02
epi_s427,19,0.139,False,Patient52,0.02
epi_s428,26,0.175,False,Patient52,0.02
epi_s429,19,0.3665,False,Patient52,0.02
epi_s43,24,0.23249999999999998,False,Patient52,0.02
epi_s430,9,0.1335,False,Patient52,0.02
epi_s431,1,0.961,True,Patient52,0.02
epi_s432,24,0.35725,False,Patient52,0.02
epi_s433,5,0.7805,False,Patient52,0.02
epi_s434,33,0.298,False,Patient52,0.02
epi_s435,6,0.6174999999999999,False,Patient52,0.02
epi_s436,3,0.6855,False,Patient52,0.02
epi_s437,3,0.5385,False,Patient52,0.02
epi_s438,25,0.1945,False,Patient52,0.02
epi_s439,11,0.1515,False,Patient52,0.02
epi_s44,4,0.7184999999999999,False,Patient52,0.02
epi_s440,59,0.06,False,Patient52,0.02
epi_s441,5,0.1335,False,Patient52,0.02
epi_s442,32,0.28425,False,Patient52,0.02
epi_s443,122,0.579,False,Patient52,0.02
epi_s444,31,0.347,False,Patient52,0.02
epi_s445,49,0.2015,False,Patient52,0.02
epi_s446,1,0.3005,False,Patient52,0.02
epi_s447,5,0.482,False,Patient52,0.02
epi_s448,11,0.4015,False,Patient52,0.02
epi_s449,15,0.412,False,Patient52,0.02
epi_s45,19,0.353,False,Patient52,0.02
epi_s450,1,0.391,False,Patient52,0.02
epi_s451,6,0.4205,False,Patient52,0.02
epi_s452,164,0.179,False,Patient52,0.02
epi_s453,1,0.8215,False,Patient52,0.02
epi_s454,4,0.5682499999999999,False,Patient52,0.02
epi_s455,1,0.2535,False,Patient52,0.02
epi_s456,1,0.721,False,Patient52,0.02
epi_s457,1,0.1755,False,Patient52,0.02
epi_s458,3,0.6885,False,Patient52,0.02
epi_s459,1,0.9155,True,Patient52,0.02
epi_s46,31,0.489,False,Patient52,0.02
epi_s460,1,0.461,False,Patient52,0.02
epi_s461,10,0.07525000000000001,False,Patient52,0.02
epi_s462,2,0.424,False,Patient52,0.02
epi_s47,10,0.6315,False,Patient52,0.02
epi_s48,21,0.689,False,Patient52,0.02
epi_s49,60,0.10175000000000001,False,Patient52,0.02
epi_s5,17,0.3175,False,Patient52,0.02
epi_s50,39,0.795,False,Patient52,0.02
epi_s51,27,0.356,False,Patient52,0.02
epi_s52,11,0.4475,False,Patient52,0.02
epi_s53,28,0.44,False,Patient52,0.02
epi_s54,28,0.2195,False,Patient52,0.02
epi_s55,13,0.702,False,Patient52,0.02
epi_s56,27,0.4505,False,Patient52,0.02
epi_s57,19,0.137,False,Patient52,0.02
epi_s58,81,0.034,False,Patient52,0.02
epi_s59,17,0.771,False,Patient52,0.02
epi_s6,15,0.6215,False,Patient52,0.02
epi_s60,30,0.73925,False,Patient52,0.02
epi_s61,48,0.2055,False,Patient52,0.02
epi_s62,7,0.508,False,Patient52,0.02
epi_s63,11,0.713,False,Patient52,0.02
epi_s64,10,0.33875,False,Patient52,0.02
epi_s65,13,0.4245,False,Patient52,0.02
epi_s66,14,0.49524999999999997,False,Patient52,0.02
epi_s67,24,0.94375,True,Patient52,0.02
epi_s68,23,0.506,False,Patient52,0.02
epi_s69,8,0.33375,False,Patient52,0.02
epi_s7,38,0.70775,False,Patient52,0.02
epi_s70,24,0.7335,False,Patient52,0.02
epi_s71,34,0.4555,False,Patient52,0.02
epi_s72,64,0.172,False,Patient52,0.02
epi_s73,20,0.5795,False,Patient52,0.02
epi_s74,22,0.73325,False,Patient52,0.02
epi_s75,13,0.8005,False,Patient52,0.02
epi_s76,24,0.71175,False,Patient52,0.02
epi_s77,8,0.875,False,Patient52,0.02
epi_s78,36,0.7575000000000001,False,Patient52,0.02
epi_s79,34,0.65175,False,Patient52,0.02
epi_s8,54,0.60675,False,Patient52,0.02
epi_s80,38,0.14675,False,Patient52,0.02
epi_s81,4,0.352,False,Patient52,0.02
epi_s82,19,0.4535,False,Patient52,0.02
epi_s83,51,0.729,False,Patient52,0.02
epi_s84,29,0.5745,False,Patient52,0.02
epi_s85,6,0.479,False,Patient52,0.02
epi_s86,13,0.547,False,Patient52,0.02
epi_s87,19,0.8765,False,Patient52,0.02
epi_s88,30,0.8554999999999999,False,Patient52,0.02
epi_s89,12,0.92325,True,Patient52,0.02
epi_s9,34,0.5095000000000001,False,Patient52,0.02
epi_s90,38,0.24275,False,Patient52,0.02
epi_s91,6,0.79125,False,Patient52,0.02
epi_s92,5,0.67,False,Patient52,0.02
epi_s93,6,0.71825,False,Patient52,0.02
epi_s94,65,0.073,False,Patient52,0.02
epi_s95,7,0.5915,False,Patient52,0.02
epi_s96,19,0.6165,False,Patient52,0.02
epi_s97,30,0.1535,False,Patient52,0.02
epi_s98,38,0.135,False,Patient52,0.02
epi_s99,23,0.6725,False,Patient52,0.02
epi_s1,3,0.6875,False,Patient52,0.05
epi_s10,16,0.65925,False,Patient52,0.05
epi_s100,12,0.1395,False,Patient52,0.05
epi_s101,10,0.68325,False,Patient52,0.05
epi_s102,13,0.5745,False,Patient52,0.05
epi_s103,15,0.191,False,Patient52,0.05
epi_s104,12,0.71,False,Patient52,0.05
epi_s105,4,0.307,False,Patient52,0.05
epi_s106,26,0.16825,False,Patient52,0.05
epi_s107,3,0.331,False,Patient52,0.05
epi_s108,9,0.564,False,Patient52,0.05
epi_s109,9,0.7175,False,Patient52,0.05
epi_s11,7,0.5475,False,Patient52,0.05
epi_s110,7,0.3435,False,Patient52,0.05
epi_s111,8,0.37075,False,Patient52,0.05
epi_s112,11,0.521,False,Patient52,0.05
epi_s113,11,0.518,False,Patient52,0.05
epi_s114,6,0.11674999999999999,False,Patient52,0.05
epi_s115,19,0.5165,False,Patient52,0.05
epi_s116,8,0.8002499999999999,False,Patient52,0.05
epi_s117,12,0.4285,False,Patient52,0.05
epi_s118,15,0.3025,False,Patient52,0.05
epi_s119,16,0.64575,False,Patient52,0.05
epi_s12,4,0.19825,False,Patient52,0.05
epi_s120,8,0.6705,False,Patient52,0.05
epi_s121,3,0.858,False,Patient52,0.05
epi_s122,4,0.64425,False,Patient52,0.05
epi_s123,11,0.521,False,Patient52,0.05
epi_s124,13,0.656,False,Patient52,0.05
epi_s125,12,0.946,True,Patient52,0.05
epi_s126,15,0.511,False,Patient52,0.05
epi_s127,18,0.36775,False,Patient52,0.05
epi_s128,18,0.8927499999999999,False,Patient52,0.05
epi_s129,13,0.7325,False,Patient52,0.05
epi_s13,17,0.291,False,Patient52,0.05
epi_s130,14,0.8382499999999999,False,Patient52,0.05
epi_s131,10,0.863,False,Patient52,0.05
epi_s132,11,0.5525,False,Patient52,0.05
epi_s133,43,0.103,False,Patient52,0.05
epi_s134,13,0.7715,False,Patient52,0.05
epi_s135,8,0.11374999999999999,False,Patient52,0.05
epi_s136,23,0.088,False,Patient52,0.05
epi_s137,17,0.5885,False,Patient52,0.05
epi_s138,18,0.14625,False,Patient52,0.05
epi_s139,2,0.6405000000000001,False,Patient52,0.05
epi_s14,35,0.0665,False,Patient52,0.05
epi_s140,10,0.90225,True,Patient52,0.05
epi_s141,16,0.5325,False,Patient52,0.05
epi_s142,15,0.0985,False,Patient52,0.05
epi_s143,3,0.13,False,Patient52,0.05
epi_s144,5,0.365,False,Patient52,0.05
epi_s145,11,0.6055,False,Patient52,0.05
epi_s146,4,0.43500000000000005,False,Patient52,0.05
epi_s147,4,0.329,False,Patient52,0.05
epi_s148,6,0.60425,False,Patient52,0.05
epi_s149,8,0.2975,False,Patient52,0.05
epi_s15,18,0.899,False,Patient52,0.05
epi_s150,6,0.20725,False,Patient52,0.05
epi_s151,15,0.0275,False,Patient52,0.05
epi_s152,27,0.09,False,Patient52,0.05
epi_s153,17,0.4135,False,Patient52,0.05
epi_s154,7,0.3115,False,Patient52,0.05
epi_s155,18,0.7525,False,Patient52,0.05
epi_s156,8,0.3255,False,Patient52,0.05
epi_s157,7,0.2805,False,Patient52,0.05
epi_s158,2,0.5235,False,Patient52,0.05
epi_s159,13,0.8465,False,Patient52,0.05
epi_s16,15,0.655,False,Patient52,0.05
epi_s160,5,0.911,True,Patient52,0.05
epi_s161,22,0.16025,False,Patient52,0.05
epi_s162,10,0.16275,False,Patient52,0.05
epi_s163,5,0.873,False,Patient52,0.05
epi_s164,14,0.90675,True,Patient52,0.05
epi_s165,23,0.1335,False,Patient52,0.05
epi_s166,11,0.3015,False,Patient52,0.05
epi_s167,10,0.82875,False,Patient52,0.05
epi_s168,10,0.73975,False,Patient52,0.05
epi_s169,6,0.86775,False,Patient52,0.05
epi_s17,6,0.7315,False,Patient52,0.05
epi_s170,10,0.88775,False,Patient52,0.05
epi_s171,12,0.8342499999999999,False,Patient52,0.05
epi_s172,16,0.78425,False,Patient52,0.05
epi_s173,7,0.6595,False,Patient52,0.05
epi_s174,18,0.6527499999999999,False,Patient52,0.05
epi_s175,18,0.081,False,Patient52,0.05
epi_s176,3,0.8075,False,Patient52,0.05
epi_s177,8,0.70975,False,Patient52,0.05
epi_s178,9,0.182,False,Patient52,0.05
epi_s179,19,0.0525,False,Patient52,0.05
epi_s18,10,0.5177499999999999,False,Patient52,0.05
epi_s180,32,0.041249999999999995,False,Patient52,0.05
epi_s181,3,0.747,False,Patient52,0.05
epi_s182,3,0.1895,False,Patient52,0.05
epi_s183,11,0.5475,False,Patient52,0.05
epi_s184,11,0.732,False,Patient52,0.05
epi_s185,17,0.6155,False,Patient52,0.05
epi_s186,12,0.66675,False,Patient52,0.05
epi_s187,6,0.2535,False,Patient52,0.05
epi_s188,21,0.1025,False,Patient52,0.05
epi_s189,12,0.081,False,Patient52,0.05
epi_s19,7,0.609,False,Patient52,0.05
epi_s190,3,0.774,False,Patient52,0.05
epi_s191,13,0.854,False,Patient52,0.05
epi_s192,19,0.6735,False,Patient52,0.05
epi_s193,7,0.5755,False,Patient52,0.05
epi_s194,24,0.31125,False,Patient52,0.05
epi_s195,11,0.1075,False,Patient52,0.05
epi_s196,9,0.4165,False,Patient52,0.05
epi_s197,16,0.493,False,Patient52,0.05
epi_s198,4,0.5357500000000001,False,Patient52,0.05
epi_s199,5,0.1165,False,Patient52,0.05
epi_s2,19,0.088,False,Patient52,0.05
epi_s20,10,0.6255,False,Patient52,0.05
epi_s200,4,0.15425,False,Patient52,0.05
epi_s201,14,0.07550000000000001,False,Patient52,0.05
epi_s202,11,0.3775,False,Patient52,0.05
epi_s203,7,0.838,False,Patient52,0.05
epi_s204,14,0.6775,False,Patient52,0.05
epi_s205,5,0.281,False,Patient52,0.05
epi_s206,8,0.5,False,Patient52,0.05
epi_s207,15,0.2485,False,Patient52,0.05
epi_s208,18,0.41474999999999995,False,Patient52,0.05
epi_s209,5,0.689,False,Patient52,0.05
epi_s21,16,0.60625,False,Patient52,0.05
epi_s210,3,0.8195,False,Patient52,0.05
epi_s211,13,0.818,False,Patient52,0.05
epi_s212,6,0.4785,False,Patient52,0.05
epi_s213,6,0.5345,False,Patient52,0.05
epi_s214,4,0.92125,True,Patient52,0.05
epi_s215,17,0.6455,False,Patient52,0.05
epi_s216,13,0.256,False,Patient52,0.05
epi_s217,8,0.09775,False,Patient52,0.05
epi_s218,11,0.342,False,Patient52,0.05
epi_s219,9,0.4915,False,Patient52,0.05
epi_s22,12,0.30074999999999996,False,Patient52,0.05
epi_s220,7,0.6735,False,Patient52,0.05
epi_s221,15,0.769,False,Patient52,0.05
epi_s222,5,0.6735,False,Patient52,0.05
epi_s223,15,0.0735,False,Patient52,0.05
epi_s224,10,0.54925,False,Patient52,0.05
epi_s225,17,0.1995,False,Patient52,0.05
epi_s226,9,0.849,False,Patient52,0.05
epi_s227,9,0.5855,False,Patient52,0.05
epi_s228,3,0.771,False,Patient52,0.05
epi_s229,4,0.65925,False,Patient52,0.05
epi_s23,7,0.249,False,Patient52,0.05
epi_s230,4,0.44025000000000003,False,Patient52,0.05
epi_s231,9,0.3375,False,Patient52,0.05
epi_s232,7,0.6935,False,Patient52,0.05
epi_s233,9,0.9,True,Patient52,0.05
epi_s234,15,0.167,False,Patient52,0.05
epi_s235,11,0.843,False,Patient52,0.05
epi_s236,20,0.6447499999999999,False,Patient52,0.05
epi_s237,21,0.2075,False,Patient52,0.05
epi_s238,16,0.6599999999999999,False,Patient52,0.05
epi_s239,17,0.1585,False,Patient52,0.05
epi_s24,3,0.885,False,Patient52,0.05
epi_s240,17,0.3515,False,Patient52,0.05
epi_s241,9,0.979,True,Patient52,0.05
epi_s242,9,0.271,False,Patient52,0.05
epi_s243,11,0.5745,False,Patient52,0.05
epi_s244,9,0.965,True,Patient52,0.05
epi_s245,8,0.6352500000000001,False,Patient52,0.05
epi_s246,10,0.5525,False,Patient52,0.05
epi_s247,6,0.55975,False,Patient52,0.05
epi_s248,11,0.7735,False,Patient52,0.05
epi_s249,19,0.0855,False,Patient52,0.05
epi_s25,7,0.852,False,Patient52,0.05
epi_s250,3,0.482,False,Patient52,0.05
epi_s251,8,0.65625,False,Patient52,0.05
epi_s252,16,0.312,False,Patient52,0.05
epi_s253,23,0.031,False,Patient52,0.05
epi_s254,5,0.7845,False,Patient52,0.05
epi_s255,4,0.582,False,Patient52,0.05
epi_s256,12,0.7005,False,Patient52,0.05
epi_s257,9,0.774,False,Patient52,0.05
epi_s258,5,0.6865,False,Patient52,0.05
epi_s259,9,0.4245,False,Patient52,0.05
epi_s26,18,0.6085,False,Patient52,0.05
epi_s260,20,0.9097500000000001,True,Patient52,0.05
epi_s261,12,0.33399999999999996,False,Patient52,0.05
epi_s262,8,0.702,False,Patient52,0.05
epi_s263,7,0.862,False,Patient52,0.05
epi_s264,23,0.6845,False,Patient52,0.05
epi_s265,10,0.7835,False,Patient52,0.05
epi_s266,3,0.028,False,Patient52,0.05
epi_s267,6,0.6087499999999999,False,Patient52,0.05
epi_s268,13,0.7425,False,Patient52,0.05
epi_s269,19,0.678,False,Patient52,0.05
epi_s27,38,0.11399999999999999,False,Patient52,0.05
epi_s270,13,0.3375,False,Patient52,0.05
epi_s271,9,0.8745,False,Patient52,0.05
epi_s272,10,0.625,False,Patient52,0.05
epi_s273,9,0.292,False,Patient52,0.05
epi_s274,16,0.5595,False,Patient52,0.05
epi_s275,6,0.84675,False,Patient52,0.05
epi_s276,11,0.5855,False,Patient52,0.05
epi_s277,4,0.718,False,Patient52,0.05
epi_s278,8,0.595,False,Patient52,0.05
epi_s279,10,0.74575,False,Patient52,0.05
epi_s28,5,0.216,False,Patient52,0.05
epi_s280,11,0.1185,False,Patient52,0.05
epi_s281,8,0.05225,False,Patient52,0.05
epi_s282,18,0.50125,False,Patient52,0.05
epi_s283,5,0.492,False,Patient52,0.05
epi_s284,19,0.747,False,Patient52,0.05
epi_s285,5,0.5905,False,Patient52,0.05
epi_s286,4,0.08025,False,Patient52,0.05
epi_s287,11,0.4795,False,Patient52,0.05
epi_s288,13,0.866,False,Patient52,0.05
epi_s289,15,0.5075,False,Patient52,0.05
epi_s29,4,0.5095,False,Patient52,0.05
epi_s290,13,0.1545,False,Patient52,0.05
epi_s291,3,0.783,False,Patient52,0.05
epi_s292,10,0.33699999999999997,False,Patient52,0.05
epi_s293,5,0.276,False,Patient52,0.05
epi_s294,5,0.956,True,Patient52,0.05
epi_s295,9,0.3715,False,Patient52,0.05
epi_s296,17,0.088,False,Patient52,0.05
epi_s297,6,0.60075,False,Patient52,0.05
epi_s298,16,0.59425,False,Patient52,0.05
epi_s299,12,0.6805,False,Patient52,0.05
epi_s3,7,0.7445,False,Patient52,0.05
epi_s30,28,0.07425,False,Patient52,0.05
epi_s300,6,0.52825,False,Patient52,0.05
epi_s301,10,0.81875,False,Patient52,0.05
epi_s302,10,0.631,False,Patient52,0.05
epi_s303,15,0.6205,False,Patient52,0.05
epi_s304,18,0.15025,False,Patient52,0.05
epi_s305,20,0.64975,False,Patient52,0.05
epi_s306,1,0.523,False,Patient52,0.05
epi_s307,4,0.31725,False,Patient52,0.05
epi_s308,11,0.664,False,Patient52,0.05
epi_s309,8,0.1775,False,Patient52,0.05
epi_s31,17,0.49,False,Patient52,0.05
epi_s310,16,0.47424999999999995,False,Patient52,0.05
epi_s311,5,0.7395,False,Patient52,0.05
epi_s312,7,0.5755,False,Patient52,0.05
epi_s313,6,0.3715,False,Patient52,0.05
epi_s314,13,0.582,False,Patient52,0.05
epi_s315,14,0.45325,False,Patient52,0.05
epi_s316,27,0.025,False,Patient52,0.05
epi_s317,4,0.17625000000000002,False,Patient52,0.05
epi_s318,15,0.0445,False,Patient52,0.05
epi_s319,11,0.337,False,Patient52,0.05
epi_s32,8,0.0455,False,Patient52,0.05
epi_s320,13,0.824,False,Patient52,0.05
epi_s321,3,0.337,False,Patient52,0.05
epi_s322,2,0.47524999999999995,False,Patient52,0.05
epi_s323,7,0.8285,False,Patient52,0.05
epi_s324,9,0.4065,False,Patient52,0.05
epi_s325,10,0.61575,False,Patient52,0.05
epi_s326,4,0.78225,False,Patient52,0.05
epi_s327,20,0.54425,False,Patient52,0.05
epi_s328,11,0.5345,False,Patient52,0.05
epi_s329,3,0.9025,True,Patient52,0.05
epi_s33,5,0.5075,False,Patient52,0.05
epi_s330,3,0.392,False,Patient52,0.05
epi_s331,4,0.6805,False,Patient52,0.05
epi_s332,7,0.8925,False,Patient52,0.05
epi_s333,11,0.1515,False,Patient52,0.05
epi_s334,18,0.32325,False,Patient52,0.05
epi_s335,14,0.33825,False,Patient52,0.05
epi_s336,9,0.79,False,Patient52,0.05
epi_s337,18,0.857,False,Patient52,0.05
epi_s338,8,0.6675,False,Patient52,0.05
epi_s339,22,0.48750000000000004,False,Patient52,0.05
epi_s34,14,0.78375,False,Patient52,0.05
epi_s340,4,0.15525,False,Patient52,0.05
epi_s341,11,0.5085,False,Patient52,0.05
epi_s342,12,0.75525,False,Patient52,0.05
epi_s343,15,0.418,False,Patient52,0.05
epi_s344,7,0.522,False,Patient52,0.05
epi_s345,11,0.3825,False,Patient52,0.05
epi_s346,15,0.1585,False,Patient52,0.05
epi_s347,26,0.29674999999999996,False,Patient52,0.05
epi_s348,6,0.587,False,Patient52,0.05
epi_s349,49,0.0335,False,Patient52,0.05
epi_s35,13,0.73,False,Patient52,0.05
epi_s350,11,0.495,False,Patient52,0.05
epi_s351,16,0.66675,False,Patient52,0.05
epi_s352,16,0.72975,False,Patient52,0.05
epi_s353,1,0.551,False,Patient52,0.05
epi_s354,2,0.83,False,Patient52,0.05
epi_s355,9,0.8805,False,Patient52,0.05
epi_s356,11,0.4645,False,Patient52,0.05
epi_s357,7,0.776,False,Patient52,0.05
epi_s358,10,0.47925,False,Patient52,0.05
epi_s359,18,0.30274999999999996,False,Patient52,0.05
epi_s36,5,0.8375,False,Patient52,0.05
epi_s360,16,0.55675,False,Patient52,0.05
epi_s361,7,0.1015,False,Patient52,0.05
epi_s362,12,0.13,False,Patient52,0.05
epi_s363,8,0.61025,False,Patient52,0.05
epi_s364,3,0.663,False,Patient52,0.05
epi_s365,4,0.6025,False,Patient52,0.05
epi_s366,13,0.4915,False,Patient52,0.05
epi_s367,10,0.26675000000000004,False,Patient52,0.05
epi_s368,9,0.5685,False,Patient52,0.05
epi_s369,9,0.4915,False,Patient52,0.05
epi_s37,21,0.179,False,Patient52,0.05
epi_s370,4,0.16924999999999998,False,Patient52,0.05
epi_s371,4,0.73325,False,Patient52,0.05
epi_s372,14,0.80775,False,Patient52,0.05
epi_s373,8,0.74075,False,Patient52,0.05
epi_s374,8,0.616,False,Patient52,0.05
epi_s375,20,0.47725,False,Patient52,0.05
epi_s376,31,0.6915,False,Patient52,0.05
epi_s377,11,0.5985,False,Patient52,0.05
epi_s378,9,0.709,False,Patient52,0.05
epi_s379,5,0.8705,False,Patient52,0.05
epi_s38,9,0.5385,False,Patient52,0.05
epi_s380,2,0.21200000000000002,False,Patient52,0.05
epi_s381,16,0.1075,False,Patient52,0.05
epi_s382,19,0.2345,False,Patient52,0.05
epi_s383,11,0.4365,False,Patient52,0.05
epi_s384,14,0.18925,False,Patient52,0.05
epi_s385,3,0.372,False,Patient52,0.05
epi_s386,22,0.3565,False,Patient52,0.05
epi_s387,11,0.2625,False,Patient52,0.05
epi_s388,7,0.801,False,Patient52,0.05
epi_s389,4,0.733,False,Patient52,0.05
epi_s39,17,0.552,False,Patient52,0.05
epi_s390,8,0.742,False,Patient52,0.05
epi_s391,13,0.4385,False,Patient52,0.05
epi_s392,8,0.9035,True,Patient52,0.05
epi_s393,4,0.597,False,Patient52,0.05
epi_s394,4,0.8029999999999999,False,Patient52,0.05
epi_s395,17,0.521,False,Patient52,0.05
epi_s396,9,0.3745,False,Patient52,0.05
epi_s397,15,0.7865,False,Patient52,0.05
epi_s398,6,0.42274999999999996,False,Patient52,0.05
epi_s399,20,0.58975,False,Patient52,0.05
epi_s4,23,0.1295,False,Patient52,0.05
epi_s40,16,0.196,False,Patient52,0.05
epi_s400,9,0.61,False,Patient52,0.05
epi_s401,9,0.196,False,Patient52,0.05
epi_s402,9,0.836,False,Patient52,0.05
epi_s403,4,0.31975,False,Patient52,0.05
epi_s404,18,0.2605,False,Patient52,0.05
epi_s405,16,0.10975,False,Patient52,0.05
epi_s406,5,0.4335,False,Patient52,0.05
epi_s407,13,0.11,False,Patient52,0.05
epi_s408,28,0.0645,False,Patient52,0.05
epi_s409,1,0.025,False,Patient52,0.05
epi_s41,28,0.1565,False,Patient52,0.05
epi_s410,14,0.5525,False,Patient52,0.05
epi_s411,5,0.774,False,Patient52,0.05
epi_s412,1,0.9255,True,Patient52,0.05
epi_s413,11,0.6495,False,Patient52,0.05
epi_s414,19,0.1205,False,Patient52,0.05
epi_s415,11,0.179,False,Patient52,0.05
epi_s416,17,0.526,False,Patient52,0.05
epi_s417,10,0.374,False,Patient52,0.05
epi_s418,12,0.41425,False,Patient52,0.05
epi_s419,6,0.78525,False,Patient52,0.05
epi_s42,16,0.2625,False,Patient52,0.05
epi_s420,14,0.35975,False,Patient52,0.05
epi_s421,13,0.388,False,Patient52,0.05
epi_s422,1,0.794,False,Patient52,0.05
epi_s423,6,0.8140000000000001,False,Patient52,0.05
epi_s424,8,0.6857500000000001,False,Patient52,0.05
epi_s425,15,0.095,False,Patient52,0.05
epi_s426,5,0.4535,False,Patient52,0.05
epi_s427,11,0.4535,False,Patient52,0.05
epi_s428,16,0.1895,False,Patient52,0.05
epi_s429,24,0.381,False,Patient52,0.05
epi_s43,16,0.33499999999999996,False,Patient52,0.05
epi_s430,5,0.332,False,Patient52,0.05
epi_s431,8,0.264,False,Patient52,0.05
epi_s432,14,0.6964999999999999,False,Patient52,0.05
epi_s433,5,0.9695,True,Patient52,0.05
epi_s434,13,0.3175,False,Patient52,0.05
epi_s435,14,0.1875,False,Patient52,0.05
epi_s436,12,0.64025,False,Patient52,0.05
epi_s437,4,0.19875,False,Patient52,0.05
epi_s438,14,0.28049999999999997,False,Patient52,0.05
epi_s439,16,0.20800000000000002,False,Patient52,0.05
epi_s44,26,0.203,False,Patient52,0.05
epi_s440,5,0.622,False,Patient52,0.05
epi_s441,6,0.59675,False,Patient52,0.05
epi_s442,2,0.483,False,Patient52,0.05
epi_s443,18,0.534,False,Patient52,0.05
epi_s444,9,0.6485,False,Patient52,0.05
epi_s445,9,0.1365,False,Patient52,0.05
epi_s446,10,0.65125,False,Patient52,0.05
epi_s447,5,0.8195,False,Patient52,0.05
epi_s448,18,0.29225,False,Patient52,0.05
epi_s449,19,0.607,False,Patient52,0.05
epi_s45,6,0.7242500000000001,False,Patient52,0.05
epi_s450,7,0.7155,False,Patient52,0.05
epi_s451,5,0.8265,False,Patient52,0.05
epi_s452,7,0.1115,False,Patient52,0.05
epi_s453,11,0.8365,False,Patient52,0.05
epi_s454,11,0.747,False,Patient52,0.05
epi_s455,12,0.22125,False,Patient52,0.05
epi_s456,4,0.73075,False,Patient52,0.05
epi_s457,1,0.898,False,Patient52,0.05
epi_s458,5,0.4425,False,Patient52,0.05
epi_s459,41,0.048,False,Patient52,0.05
epi_s46,5,0.374,False,Patient52,0.05
epi_s460,29,0.044,False,Patient52,0.05
epi_s461,8,0.22375,False,Patient52,0.05
epi_s462,10,0.4175,False,Patient52,0.05
epi_s463,11,0.5555,False,Patient52,0.05
epi_s464,15,0.2775,False,Patient52,0.05
epi_s465,3,0.6535,False,Patient52,0.05
epi_s466,12,0.11699999999999999,False,Patient52,0.05
epi_s467,5,0.648,False,Patient52,0.05
epi_s468,13,0.1925,False,Patient52,0.05
epi_s469,9,0.2375,False,Patient52,0.05
epi_s47,21,0.4345,False,Patient52,0.05
epi_s470,6,0.58275,False,Patient52,0.05
epi_s471,3,0.9915,True,Patient52,0.05
epi_s472,2,0.77625,False,Patient52,0.05
epi_s473,14,0.3255,False,Patient52,0.05
epi_s474,6,0.55125,False,Patient52,0.05
epi_s475,3,0.587,False,Patient52,0.05
epi_s476,18,0.53775,False,Patient52,0.05
epi_s477,7,0.511,False,Patient52,0.05
epi_s478,5,0.1225,False,Patient52,0.05
epi_s479,4,0.352,False,Patient52,0.05
