subcluster,n,median_nullpos,positive,cohort,resolution
epi_s34,42,0.24625,False,Patient43,0.02
epi_s35,17,0.903,True,Patient43,0.02
epi_s36,11,0.97,True,Patient43,0.02
epi_s37,43,0.106,False,Patient43,0.02
epi_s38,30,0.187,False,Patient43,0.02
epi_s39,18,0.15625,False,Patient43,0.02
epi_s4,17,0.3945,False,Patient43,0.02
epi_s40,33,0.072,False,Patient43,0.02
epi_s41,12,0.92725,True,Patient43,0.02
epi_s42,11,0.303,False,Patient43,0.02
epi_s43,46,0.2155,False,Patient43,0.02
epi_s44,59,0.999,True,Patient43,0.02
epi_s45,17,0.9655,True,Patient43,0.02
epi_s46,38,0.17425000000000002,False,Patient43,0.02
epi_s47,50,0.039,False,Patient43,0.02
epi_s48,10,0.9572499999999999,True,Patient43,0.02
epi_s49,18,0.21425,False,Patient43,0.02
epi_s5,13,0.7405,False,Patient43,0.02
epi_s50,27,0.1795,False,Patient43,0.02
epi_s51,7,0.8895,False,Patient43,0.02
epi_s52,18,0.08124999999999999,False,Patient43,0.02
epi_s53,15,0.964,True,Patient43,0.02
epi_s54,68,0.9955,True,Patient43,0.02
epi_s55,47,0.996,True,Patient43,0.02
epi_s56,44,0.33825000000000005,False,Patient43,0.02
epi_s57,47,0.28,False,Patient43,0.02
epi_s58,37,0.9905,True,Patient43,0.02
epi_s59,84,0.213,False,Patient43,0.02
epi_s6,39,0.2195,False,Patient43,0.02
epi_s60,202,0.62775,False,Patient43,0.02
epi_s61,2,0.93625,True,Patient43,0.02
epi_s62,9,0.9905,True,Patient43,0.02
epi_s63,38,0.581,False,Patient43,0.02
epi_s64,67,0.0405,False,Patient43,0.02
epi_s65,6,0.62225,False,Patient43,0.02
epi_s66,117,0.041,False,Patient43,0.02
epi_s67,145,0.031,False,Patient43,0.02
epi_s68,38,0.07100000000000001,False,Patient43,0.02
epi_s69,97,0.0495,False,Patient43,0.02
epi_s7,8,0.98975,True,Patient43,0.02
epi_s70,15,0.9695,True,Patient43,0.02
epi_s71,221,0.928,True,Patient43,0.02
epi_s72,48,0.039,False,Patient43,0.02
epi_s73,37,0.2925,False,Patient43,0.02
epi_s74,43,0.0415,False,Patient43,0.02
epi_s75,56,0.37,False,Patient43,0.02
epi_s76,31,0.059,False,Patient43,0.02
epi_s77,16,0.9775,True,Patient43,0.02
epi_s78,29,0.372,False,Patient43,0.02
epi_s79,17,0.957,True,Patient43,0.02
epi_s8,21,0.978,True,Patient43,0.02
epi_s80,49,0.2455,False,Patient43,0.02
epi_s81,30,0.23525000000000001,False,Patient43,0.02
epi_s82,18,0.98,True,Patient43,0.02
epi_s83,7,0.113,False,Patient43,0.02
epi_s84,10,0.97175,True,Patient43,0.02
epi_s85,12,0.57375,False,Patient43,0.02
epi_s86,34,0.15925,False,Patient43,0.02
epi_s87,39,0.243,False,Patient43,0.02
epi_s88,29,0.1475,False,Patient43,0.02
epi_s89,58,0.9695,True,Patient43,0.02
epi_s9,19,0.99,True,Patient43,0.02
epi_s90,28,0.13075,False,Patient43,0.02
epi_s91,25,0.2415,False,Patient43,0.02
epi_s92,51,0.041,False,Patient43,0.02
epi_s93,18,0.29774999999999996,False,Patient43,0.02
epi_s94,24,0.5415,False,Patient43,0.02
epi_s95,18,0.27025,False,Patient43,0.02
epi_s96,75,0.821,False,Patient43,0.02
epi_s97,6,0.48924999999999996,False,Patient43,0.02
epi_s98,93,0.975,True,Patient43,0.02
epi_s99,37,0.8645,False,Patient43,0.02
epi_s1,27,0.9855,True,Patient43,0.05
epi_s10,35,0.9815,True,Patient43,0.05
epi_s100,7,0.1155,False,Patient43,0.05
epi_s101,16,0.9492499999999999,True,Patient43,0.05
epi_s102,81,0.921,True,Patient43,0.05
epi_s103,18,0.18675,False,Patient43,0.05
epi_s104,10,0.69825,False,Patient43,0.05
epi_s105,8,0.98275,True,Patient43,0.05
epi_s106,16,0.057749999999999996,False,Patient43,0.05
epi_s107,17,0.037,False,Patient43,0.05
epi_s108,1,0.984,True,Patient43,0.05
epi_s109,21,0.9795,True,Patient43,0.05
epi_s11,4,0.3345,False,Patient43,0.05
epi_s110,10,0.9644999999999999,True,Patient43,0.05
epi_s111,36,0.4195,False,Patient43,0.05
epi_s112,17,0.3275,False,Patient43,0.05
epi_s113,16,0.97075,True,Patient43,0.05
epi_s114,16,0.33075,False,Patient43,0.05
epi_s115,7,0.967,True,Patient43,0.05
epi_s116,44,0.0405,False,Patient43,0.05
epi_s117,32,0.23175,False,Patient43,0.05
epi_s118,36,0.04125,False,Patient43,0.05
epi_s119,11,0.097,False,Patient43,0.05
epi_s12,8,0.9965,True,Patient43,0.05
epi_s120,24,0.975,True,Patient43,0.05
epi_s121,4,0.38725,False,Patient43,0.05
epi_s122,11,0.0275,False,Patient43,0.05
epi_s123,23,0.149,False,Patient43,0.05
epi_s124,14,0.9715,True,Patient43,0.05
epi_s125,12,0.91425,True,Patient43,0.05
epi_s126,20,0.066,False,Patient43,0.05
epi_s127,10,0.9855,True,Patient43,0.05
epi_s128,4,0.959,True,Patient43,0.05
epi_s129,10,0.52525,False,Patient43,0.05
epi_s13,2,0.95075,True,Patient43,0.05
epi_s130,3,0.702,False,Patient43,0.05
epi_s131,23,0.0365,False,Patient43,0.05
epi_s132,25,0.0405,False,Patient43,0.05
epi_s133,5,0.442,False,Patient43,0.05
epi_s134,51,0.029,False,Patient43,0.05
epi_s135,17,0.373,False,Patient43,0.05
epi_s136,34,0.98275,True,Patient43,0.05
epi_s137,24,0.173,False,Patient43,0.05
epi_s138,5,0.3575,False,Patient43,0.05
epi_s139,30,0.87425,False,Patient43,0.05
epi_s14,51,0.9675,True,Patient43,0.05
epi_s140,20,0.20850000000000002,False,Patient43,0.05
epi_s141,20,0.14175,False,Patient43,0.05
epi_s142,17,0.243,False,Patient43,0.05
epi_s143,4,0.9802500000000001,True,Patient43,0.05
epi_s144,13,0.935,True,Patient43,0.05
epi_s145,45,0.931,True,Patient43,0.05
epi_s146,22,0.0415,False,Patient43,0.05
epi_s147,32,0.92725,True,Patient43,0.05
epi_s148,6,0.96025,True,Patient43,0.05
epi_s149,14,0.14525,False,Patient43,0.05
epi_s15,16,0.97925,True,Patient43,0.05
epi_s150,15,0.987,True,Patient43,0.05
epi_s151,13,0.3485,False,Patient43,0.05
epi_s152,8,0.11725,False,Patient43,0.05
epi_s153,18,0.62775,False,Patient43,0.05
epi_s154,29,0.057,False,Patient43,0.05
epi_s155,26,0.0405,False,Patient43,0.05
epi_s156,14,0.61375,False,Patient43,0.05
epi_s157,17,0.9775,True,Patient43,0.05
epi_s158,38,0.9705,True,Patient43,0.05
epi_s159,20,0.26775000000000004,False,Patient43,0.05
epi_s16,1,0.987,True,Patient43,0.05
epi_s160,6,0.15175,False,Patient43,0.05
epi_s161,15,0.778,False,Patient43,0.05
epi_s162,13,0.708,False,Patient43,0.05
epi_s163,18,0.8095,False,Patient43,0.05
epi_s164,12,0.96425,True,Patient43,0.05
epi_s165,4,0.974,True,Patient43,0.05
epi_s166,14,0.822,False,Patient43,0.05
epi_s167,22,0.96875,True,Patient43,0.05
epi_s168,10,0.97975,True,Patient43,0.05
epi_s169,4,0.24,False,Patient43,0.05
epi_s17,22,0.95975,True,Patient43,0.05
epi_s170,5,0.9795,True,Patient43,0.05
epi_s171,7,0.2255,False,Patient43,0.05
epi_s172,14,0.11375,False,Patient43,0.05
epi_s173,7,0.222,False,Patient43,0.05
epi_s174,2,0.33149999999999996,False,Patient43,0.05
epi_s175,5,0.28,False,Patient43,0.05
epi_s176,13,0.8935,False,Patient43,0.05
epi_s177,5,0.303,False,Patient43,0.05
epi_s178,4,0.34725000000000006,False,Patient43,0.05
epi_s179,8,0.57325,False,Patient43,0.05
epi_s18,16,0.9782500000000001,True,Patient43,0.05
epi_s180,11,0.1335,False,Patient43,0.05
epi_s181,46,0.79725,False,Patient43,0.05
epi_s182,21,0.9685,True,Patient43,0.05
epi_s183,2,0.52375,False,Patient43,0.05
epi_s184,9,0.213,False,Patient43,0.05
epi_s185,2,0.21150000000000002,False,Patient43,0.05
epi_s186,19,0.1555,False,Patient43,0.05
epi_s187,1,0.979,True,Patient43,0.05
epi_s188,8,0.98175,True,Patient43,0.05
epi_s189,7,0.3305,False,Patient43,0.05
epi_s19,11,0.975,True,Patient43,0.05
epi_s190,16,0.758,False,Patient43,0.05
epi_s191,8,0.98075,True,Patient43,0.05
epi_s192,8,0.12175,False,Patient43,0.05
epi_s193,16,0.061,False,Patient43,0.05
epi_s194,2,0.9495,True,Patient43,0.05
epi_s195,15,0.2105,False,Patient43,0.05
epi_s196,2,0.1375,False,Patient43,0.05
epi_s197,38,0.03825,False,Patient43,0.05
epi_s198,10,0.32175,False,Patient43,0.05
epi_s199,5,0.0795,False,Patient43,0.05
epi_s2,11,0.582,False,Patient43,0.05
epi_s20,28,0.96975,True,Patient43,0.05
epi_s200,3,0.5925,False,Patient43,0.05
epi_s201,2,0.96275,True,Patient43,0.05
epi_s202,4,0.28300000000000003,False,Patient43,0.05
epi_s203,6,0.97325,True,Patient43,0.05
epi_s204,18,0.16949999999999998,False,Patient43,0.05
epi_s205,8,0.2415,False,Patient43,0.05
epi_s206,3,0.9635,True,Patient43,0.05
epi_s207,46,0.042749999999999996,False,Patient43,0.05
epi_s208,6,0.8342499999999999,False,Patient43,0.05
epi_s209,9,0.344,False,Patient43,0.05
epi_s21,26,0.984,True,Patient43,0.05
epi_s210,8,0.489,False,Patient43,0.05
epi_s211,1,0.498,False,Patient43,0.05
epi_s212,3,0.74,False,Patient43,0.05
epi_s213,4,0.9755,True,Patient43,0.05
epi_s214,12,0.236,False,Patient43,0.05
epi_s215,12,0.06775,False,Patient43,0.05
epi_s216,5,0.978,True,Patient43,0.05
epi_s217,4,0.49525,False,Patient43,0.05
epi_s218,3,0.787,False,Patient43,0.05
epi_s219,4,0.247,False,Patient43,0.05
epi_s22,18,0.982,True,Patient43,0.05
epi_s220,2,0.773,False,Patient43,0.05
epi_s221,2,0.92175,True,Patient43,0.05
epi_s222,10,0.459,False,Patient43,0.05
epi_s223,13,0.706,False,Patient43,0.05
epi_s224,2,0.9695,True,Patient43,0.05
epi_s225,7,0.2095,False,Patient43,0.05
epi_s226,14,0.16775,False,Patient43,0.05
epi_s227,6,0.07225,False,Patient43,0.05
epi_s228,6,0.44775,False,Patient43,0.05
epi_s229,6,0.4575,False,Patient43,0.05
epi_s23,10,0.241,False,Patient43,0.05
epi_s230,3,0.127,False,Patient43,0.05
epi_s231,30,0.92825,True,Patient43,0.05
epi_s232,8,0.65375,False,Patient43,0.05
epi_s233,1,0.21,False,Patient43,0.05
epi_s234,8,0.269,False,Patient43,0.05
epi_s235,13,0.0995,False,Patient43,0.05
epi_s236,6,0.9885,True,Patient43,0.05
epi_s237,10,0.70575,False,Patient43,0.05
epi_s238,2,0.958,True,Patient43,0.05
epi_s239,20,0.26525,False,Patient43,0.05
epi_s24,7,0.9675,True,Patient43,0.05
epi_s240,6,0.948,True,Patient43,0.05
epi_s241,8,0.10175000000000001,False,Patient43,0.05
epi_s242,17,0.3885,False,Patient43,0.05
epi_s243,6,0.73475,False,Patient43,0.05
epi_s244,22,0.08324999999999999,False,Patient43,0.05
epi_s245,4,0.8965000000000001,False,Patient43,0.05
epi_s246,14,0.5237499999999999,False,Patient43,0.05
epi_s247,8,0.314,False,Patient43,0.05
epi_s248,4,0.6577500000000001,False,Patient43,0.05
epi_s249,6,0.344,False,Patient43,0.05
epi_s25,2,0.9795,True,Patient43,0.05
epi_s250,3,0.034,False,Patient43,0.05
epi_s251,4,0.08625,False,Patient43,0.05
epi_s252,5,0.0785,False,Patient43,0.05
epi_s253,4,0.3675,False,Patient43,0.05
epi_s254,8,0.358,False,Patient43,0.05
epi_s255,3,0.1815,False,Patient43,0.05
epi_s256,4,0.91375,True,Patient43,0.05
epi_s257,11,0.1305,False,Patient43,0.05
epi_s258,1,0.3195,False,Patient43,0.05
epi_s259,2,0.97525,True,Patient43,0.05
epi_s26,6,0.899,False,Patient43,0.05
epi_s260,2,0.622,False,Patient43,0.05
epi_s261,2,0.69825,False,Patient43,0.05
epi_s262,3,0.9905,True,Patient43,0.05
epi_s263,8,0.13025,False,Patient43,0.05
epi_s264,3,0.0305,False,Patient43,0.05
epi_s265,9,0.6515,False,Patient43,0.05
epi_s266,45,0.8165,False,Patient43,0.05
epi_s267,3,0.1275,False,Patient43,0.05
epi_s268,2,0.6792499999999999,False,Patient43,0.05
epi_s269,6,0.97475,True,Patient43,0.05
epi_s27,23,0.9855,True,Patient43,0.05
epi_s270,2,0.97725,True,Patient43,0.05
epi_s271,1,0.3595,False,Patient43,0.05
epi_s272,6,0.10675000000000001,False,Patient43,0.05
epi_s273,7,0.4655,False,Patient43,0.05
epi_s274,5,0.9895,True,Patient43,0.05
epi_s275,2,0.96225,True,Patient43,0.05
epi_s276,1,0.9675,True,Patient43,0.05
epi_s277,8,0.9850000000000001,True,Patient43,0.05
epi_s278,3,0.9805,True,Patient43,0.05
epi_s279,1,0.9115,True,Patient43,0.05
epi_s28,27,0.967,True,Patient43,0.05
epi_s280,5,0.903,True,Patient43,0.05
epi_s281,4,0.178,False,Patient43,0.05
epi_s282,3,0.287,False,Patient43,0.05
epi_s283,1,0.039,False,Patient43,0.05
epi_s284,10,0.9810000000000001,True,Patient43,0.05
epi_s285,3,0.184,False,Patient43,0.05
epi_s286,9,0.9355,True,Patient43,0.05
epi_s287,22,0.99725,True,Patient43,0.05
epi_s288,1,0.9665,True,Patient43,0.05
epi_s289,1,0.3275,False,Patient43,0.05
epi_s29,18,0.305,False,Patient43,0.05
epi_s290,3,0.1385,False,Patient43,0.05
epi_s291,1,0.556,False,Patient43,0.05
epi_s292,15,0.854,False,Patient43,0.05
epi_s293,1,0.8415,False,Patient43,0.05
epi_s294,1,0.712,False,Patient43,0.05
epi_s295,1,0.721,False,Patient43,0.05
epi_s296,2,0.9672499999999999,True,Patient43,0.05
epi_s297,2,0.05449999999999999,False,Patient43,0.05
epi_s298,1,0.478,False,Patient43,0.05
epi_s299,9,0.995,True,Patient43,0.05
epi_s3,18,0.9805,True,Patient43,0.05
epi_s30,11,0.972,True,Patient43,0.05
epi_s300,7,0.9955,True,Patient43,0.05
epi_s301,27,0.967,True,Patient43,0.05
epi_s302,24,0.984,True,Patient43,0.05
epi_s303,23,0.988,True,Patient43,0.05
epi_s304,116,0.556,False,Patient43,0.05
epi_s305,45,0.9915,True,Patient43,0.05
epi_s306,30,0.97525,True,Patient43,0.05
epi_s307,20,0.999,True,Patient43,0.05
epi_s308,115,0.9765,True,Patient43,0.05
epi_s309,12,0.97675,True,Patient43,0.05
epi_s31,30,0.95775,True,Patient43,0.05
epi_s310,34,0.9904999999999999,True,Patient43,0.05
epi_s311,44,0.9882500000000001,True,Patient43,0.05
epi_s312,6,0.98325,True,Patient43,0.05
epi_s313,15,0.999,True,Patient43,0.05
epi_s314,27,0.9915,True,Patient43,0.05
epi_s315,38,1.0,True,Patient43,0.05
epi_s316,3,0.993,True,Patient43,0.05
epi_s317,13,0.999,True,Patient43,0.05
epi_s318,33,0.9965,True,Patient43,0.05
epi_s319,13,0.992,True,Patient43,0.05
epi_s32,45,0.9815,True,Patient43,0.05
epi_s320,6,0.98925,True,Patient43,0.05
epi_s321,12,0.8295,False,Patient43,0.05
epi_s322,14,0.99325,True,Patient43,0.05
epi_s323,5,0.9915,True,Patient43,0.05
epi_s324,1,0.992,True,Patient43,0.05
epi_s325,9,0.994,True,Patient43,0.05
epi_s326,43,0.9775,True,Patient43,0.05
epi_s327,19,0.9955,True,Patient43,0.05
epi_s328,15,0.987,True,Patient43,0.05
epi_s329,6,0.6975,False,Patient43,0.05
epi_s33,8,0.97075,True,Patient43,0.05
epi_s330,35,0.9995,True,Patient43,0.05
epi_s331,27,1.0,True,Patient43,0.05
epi_s332,26,0.85575,False,Patient43,0.05
epi_s333,27,0.9955,True,Patient43,0.05
epi_s334,20,0.98525,True,Patient43,0.05
epi_s335,13,0.9895,True,Patient43,0.05
epi_s336,9,0.995,True,Patient43,0.05
epi_s337,19,0.999,True,Patient43,0.05
epi_s338,24,0.999,True,Patient43,0.05
epi_s339,2,0.9875,True,Patient43,0.05
epi_s34,20,0.9552499999999999,True,Patient43,0.05
epi_s340,14,0.999,True,Patient43,0.05
epi_s341,12,0.98875,True,Patient43,0.05
epi_s342,12,0.99,True,Patient43,0.05
epi_s343,21,1.0,True,Patient43,0.05
epi_s344,8,0.976,True,Patient43,0.05
epi_s345,4,0.88975,False,Patient43,0.05
epi_s346,22,0.9065,True,Patient43,0.05
epi_s347,1,0.481,False,Patient43,0.05
epi_s348,10,0.9745,True,Patient43,0.05
epi_s349,21,1.0,True,Patient43,0.05
epi_s35,27,0.987,True,Patient43,0.05
epi_s350,16,0.9915,True,Patient43,0.05
epi_s351,20,0.9982500000000001,True,Patient43,0.05
epi_s352,12,0.9962500000000001,True,Patient43,0.05
epi_s353,6,0.966,True,Patient43,0.05
epi_s354,18,0.9755,True,Patient43,0.05
epi_s355,12,0.97875,True,Patient43,0.05
epi_s356,7,0.9915,True,Patient43,0.05
epi_s357,17,0.993,True,Patient43,0.05
epi_s358,13,0.968,True,Patient43,0.05
epi_s359,1,0.998,True,Patient43,0.05
epi_s36,12,0.97575,True,Patient43,0.05
epi_s360,4,0.99175,True,Patient43,0.05
epi_s361,5,0.8635,False,Patient43,0.05
epi_s362,3,0.999,True,Patient43,0.05
epi_s363,6,0.99075,True,Patient43,0.05
epi_s364,9,0.9915,True,Patient43,0.05
epi_s365,7,0.999,True,Patient43,0.05
epi_s366,3,0.9815,True,Patient43,0.05
epi_s367,6,0.9995,True,Patient43,0.05
epi_s368,2,0.95575,True,Patient43,0.05
epi_s369,5,0.9865,True,Patient43,0.05
epi_s37,6,0.9830000000000001,True,Patient43,0.05
epi_s370,3,0.984,True,Patient43,0.05
epi_s371,1,1.0,True,Patient43,0.05
epi_s372,3,0.9915,True,Patient43,0.05
epi_s373,3,0.973,True,Patient43,0.05
epi_s374,2,0.9915,True,Patient43,0.05
epi_s375,2,0.8847499999999999,False,Patient43,0.05
epi_s376,1,1.0,True,Patient43,0.05
epi_s377,1,0.999,True,Patient43,0.05
epi_s38,32,0.2675,False,Patient43,0.05
epi_s39,3,0.975,True,Patient43,0.05
epi_s4,58,0.9775,True,Patient43,0.05
epi_s40,36,0.975,True,Patient43,0.05
epi_s41,37,0.9865,True,Patient43,0.05
epi_s42,10,0.97925,True,Patient43,0.05
epi_s43,13,0.964,True,Patient43,0.05
epi_s44,5,0.9535,True,Patient43,0.05
epi_s45,10,0.9572499999999999,True,Patient43,0.05
epi_s46,15,0.1155,False,Patient43,0.05
epi_s47,12,0.9525,True,Patient43,0.05
epi_s48,22,0.1875,False,Patient43,0.05
epi_s49,16,0.15625,False,Patient43,0.05
epi_s5,14,0.31475,False,Patient43,0.05
epi_s50,15,0.074,False,Patient43,0.05
epi_s51,9,0.917,True,Patient43,0.05
epi_s52,1,0.9955,True,Patient43,0.05
epi_s53,11,0.289,False,Patient43,0.05
epi_s54,15,0.2515,False,Patient43,0.05
epi_s55,12,0.9955,True,Patient43,0.05
epi_s56,10,0.9685,True,Patient43,0.05
epi_s57,17,0.0415,False,Patient43,0.05
epi_s58,11,0.957,True,Patient43,0.05
epi_s59,29,0.0325,False,Patient43,0.05
epi_s6,27,0.173,False,Patient43,0.05
epi_s60,20,0.98,True,Patient43,0.05
epi_s61,19,0.982,True,Patient43,0.05
epi_s62,18,0.21425,False,Patient43,0.05
epi_s63,15,0.1795,False,Patient43,0.05
epi_s64,6,0.97875,True,Patient43,0.05
epi_s65,10,0.90725,True,Patient43,0.05
epi_s66,2,0.032,False,Patient43,0.05
epi_s67,13,0.422,False,Patient43,0.05
epi_s68,28,0.1075,False,Patient43,0.05
epi_s69,4,0.96,True,Patient43,0.05
epi_s7,8,0.98925,True,Patient43,0.05
epi_s70,28,0.9942500000000001,True,Patient43,0.05
epi_s71,21,0.405,False,Patient43,0.05
epi_s72,27,0.246,False,Patient43,0.05
epi_s73,4,0.9864999999999999,True,Patient43,0.05
epi_s74,10,0.03,False,Patient43,0.05
epi_s75,21,0.2035,False,Patient43,0.05
epi_s76,31,0.729,False,Patient43,0.05
epi_s77,4,0.9065000000000001,True,Patient43,0.05
epi_s78,24,0.9844999999999999,True,Patient43,0.05
epi_s79,12,0.9755,True,Patient43,0.05
epi_s8,18,0.99075,True,Patient43,0.05
epi_s80,14,0.06725,False,Patient43,0.05
epi_s81,3,0.967,True,Patient43,0.05
epi_s82,6,0.694,False,Patient43,0.05
epi_s83,41,0.042,False,Patient43,0.05
epi_s84,3,0.628,False,Patient43,0.05
epi_s85,13,0.029,False,Patient43,0.05
epi_s86,52,0.975,True,Patient43,0.05
epi_s87,70,0.029,False,Patient43,0.05
epi_s88,17,0.982,True,Patient43,0.05
epi_s89,28,0.0555,False,Patient43,0.05
epi_s9,20,0.07450000000000001,False,Patient43,0.05
epi_s90,32,0.9784999999999999,True,Patient43,0.05
epi_s91,18,0.052500000000000005,False,Patient43,0.05
epi_s92,16,0.946,True,Patient43,0.05
epi_s93,14,0.97325,True,Patient43,0.05
epi_s94,69,0.9325,True,Patient43,0.05
epi_s95,15,0.054,False,Patient43,0.05
epi_s96,16,0.4505,False,Patient43,0.05
epi_s97,42,0.1755,False,Patient43,0.05
epi_s98,4,0.0745,False,Patient43,0.05
epi_s99,4,0.9205,True,Patient43,0.05
epi_s1,56,0.6895,False,Patient52,0.005
epi_s10,118,0.71825,False,Patient52,0.005
epi_s100,55,0.596,False,Patient52,0.005
epi_s101,52,0.6419999999999999,False,Patient52,0.005
epi_s102,1,0.818,False,Patient52,0.005
epi_s103,84,0.2625,False,Patient52,0.005
epi_s104,82,0.5205,False,Patient52,0.005
epi_s105,25,0.4215,False,Patient52,0.005
epi_s106,48,0.101,False,Patient52,0.005
epi_s107,32,0.41925,False,Patient52,0.005
epi_s108,48,0.34025,False,Patient52,0.005
epi_s109,25,0.3145,False,Patient52,0.005
epi_s11,59,0.4245,False,Patient52,0.005
epi_s110,19,0.2635,False,Patient52,0.005
epi_s111,32,0.724,False,Patient52,0.005
epi_s112,181,0.3585,False,Patient52,0.005
epi_s113,30,0.524,False,Patient52,0.005
epi_s114,17,0.6205,False,Patient52,0.005
epi_s115,172,0.0775,False,Patient52,0.005
epi_s116,40,0.39525,False,Patient52,0.005
epi_s117,10,0.30325,False,Patient52,0.005
epi_s118,47,0.3005,False,Patient52,0.005
epi_s119,34,0.37875000000000003,False,Patient52,0.005
epi_s12,132,0.216,False,Patient52,0.005
epi_s120,81,0.2245,False,Patient52,0.005
epi_s121,14,0.605,False,Patient52,0.005
epi_s122,18,0.48775,False,Patient52,0.005
epi_s123,72,0.21825,False,Patient52,0.005
epi_s124,16,0.69075,False,Patient52,0.005
epi_s125,21,0.5885,False,Patient52,0.005
epi_s126,36,0.5429999999999999,False,Patient52,0.005
epi_s127,21,0.651,False,Patient52,0.005
epi_s128,25,0.482,False,Patient52,0.005
epi_s129,14,0.8827499999999999,False,Patient52,0.005
epi_s13,83,0.2505,False,Patient52,0.005
epi_s130,52,0.51875,False,Patient52,0.005
epi_s131,17,0.5385,False,Patient52,0.005
epi_s132,17,0.7135,False,Patient52,0.005
epi_s133,15,0.3795,False,Patient52,0.005
epi_s134,25,0.47,False,Patient52,0.005
epi_s135,63,0.4405,False,Patient52,0.005
epi_s136,59,0.2855,False,Patient52,0.005
epi_s137,3,0.546,False,Patient52,0.005
epi_s138,2,0.56925,False,Patient52,0.005
epi_s139,30,0.23225,False,Patient52,0.005
epi_s14,125,0.935,True,Patient52,0.005
epi_s140,279,0.2205,False,Patient52,0.005
epi_s141,54,0.3415,False,Patient52,0.005
epi_s142,2,0.658,False,Patient52,0.005
epi_s143,1,0.449,False,Patient52,0.005
epi_s144,1,0.7525,False,Patient52,0.005
epi_s145,1,0.2535,False,Patient52,0.005
epi_s146,4,0.3165,False,Patient52,0.005
epi_s15,64,0.67325,False,Patient52,0.005
epi_s16,70,0.7495,False,Patient52,0.005
epi_s17,76,0.77075,False,Patient52,0.005
epi_s18,23,0.661,False,Patient52,0.005
epi_s19,55,0.4075,False,Patient52,0.005
epi_s2,48,0.5742499999999999,False,Patient52,0.005
epi_s20,53,0.6665,False,Patient52,0.005
epi_s21,68,0.28525,False,Patient52,0.005
epi_s22,219,0.0905,False,Patient52,0.005
epi_s23,258,0.095,False,Patient52,0.005
epi_s24,74,0.37124999999999997,False,Patient52,0.005
epi_s25,98,0.293,False,Patient52,0.005
epi_s26,61,0.2625,False,Patient52,0.005
epi_s27,52,0.53375,False,Patient52,0.005
epi_s28,47,0.1435,False,Patient52,0.005
epi_s29,58,0.48124999999999996,False,Patient52,0.005
epi_s3,38,0.2625,False,Patient52,0.005
epi_s30,124,0.16775,False,Patient52,0.005
epi_s31,37,0.3665,False,Patient52,0.005
epi_s32,72,0.62825,False,Patient52,0.005
epi_s33,78,0.41625,False,Patient52,0.005
epi_s34,172,0.60375,False,Patient52,0.005
epi_s35,102,0.058249999999999996,False,Patient52,0.005
epi_s36,114,0.45,False,Patient52,0.005
epi_s37,105,0.7585,False,Patient52,0.005
epi_s38,52,0.6759999999999999,False,Patient52,0.005
epi_s39,69,0.521,False,Patient52,0.005
epi_s4,17,0.4185,False,Patient52,0.005
epi_s40,126,0.24075,False,Patient52,0.005
epi_s41,69,0.639,False,Patient52,0.005
epi_s42,51,0.6645,False,Patient52,0.005
epi_s43,96,0.449,False,Patient52,0.005
epi_s44,86,0.37175,False,Patient52,0.005
epi_s45,82,0.64625,False,Patient52,0.005
epi_s46,85,0.1335,False,Patient52,0.005
epi_s47,117,0.7075,False,Patient52,0.005
epi_s48,90,0.1915,False,Patient52,0.005
epi_s49,78,0.28874999999999995,False,Patient52,0.005
epi_s5,73,0.502,False,Patient52,0.005
epi_s50,62,0.3145,False,Patient52,0.005
epi_s51,146,0.7225,False,Patient52,0.005
epi_s52,98,0.73675,False,Patient52,0.005
epi_s53,73,0.4135,False,Patient52,0.005
epi_s54,38,0.72125,False,Patient52,0.005
epi_s55,69,0.256,False,Patient52,0.005
epi_s56,41,0.5295,False,Patient52,0.005
epi_s57,56,0.48325,False,Patient52,0.005
epi_s58,38,0.366,False,Patient52,0.005
epi_s59,41,0.5745,False,Patient52,0.005
epi_s6,159,0.221,False,Patient52,0.005
epi_s60,71,0.317,False,Patient52,0.005
epi_s61,68,0.77625,False,Patient52,0.005
epi_s62,94,0.3225,False,Patient52,0.005
epi_s63,31,0.374,False,Patient52,0.005
epi_s64,37,0.565,False,Patient52,0.005
epi_s65,61,0.8595,False,Patient52,0.005
epi_s66,21,0.719,False,Patient52,0.005
epi_s67,51,0.201,False,Patient52,0.005
epi_s68,26,0.404,False,Patient52,0.005
epi_s69,110,0.1275,False,Patient52,0.005
epi_s7,59,0.631,False,Patient52,0.005
epi_s70,100,0.12875,False,Patient52,0.005
epi_s71,88,0.5409999999999999,False,Patient52,0.005
epi_s72,40,0.631,False,Patient52,0.005
epi_s73,30,0.57525,False,Patient52,0.005
epi_s74,63,0.19,False,Patient52,0.005
epi_s75,57,0.8135,False,Patient52,0.005
epi_s76,47,0.7585,False,Patient52,0.005
epi_s77,76,0.6407499999999999,False,Patient52,0.005
epi_s78,28,0.4835,False,Patient52,0.005
epi_s79,34,0.404,False,Patient52,0.005
epi_s8,83,0.622,False,Patient52,0.005
epi_s80,47,0.8765,False,Patient52,0.005
epi_s81,50,0.82475,False,Patient52,0.005
epi_s82,150,0.06025,False,Patient52,0.005
epi_s83,181,0.044,False,Patient52,0.005
epi_s84,54,0.5702499999999999,False,Patient52,0.005
epi_s85,32,0.5974999999999999,False,Patient52,0.005
